iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F
20000,0,800,130,479,17588,1871,62,0,59.4382,24.9427,8.9581,351.552,490.415,31048.7,-80.5978,168.181,65518.7
20000,0,800,133,1187,15458,3216,139,0,58.0093,21.1479,6.5659,395.937,523.74,27058.2,-43.3634,200.561,60142.1
20000,0,800,136,2203,12715,4867,215,0,56.261,17.5251,4.76175,434.352,551.25,23846.3,-12.9386,234.626,55491.7
20000,0,800,139,3887,9534,6196,383,0,54.2193,14.171,3.30855,471.585,580.862,20975,20.5181,270.717,50570.5
20000,0,800,142,6221,6125,7168,486,0,51.6433,10.9627,2.25035,501.556,604.789,18721.2,58.8742,310.814,45083.1
20000,0,800,145,9002,3662,6870,466,0,49.5273,8.6828,1.60395,537.569,629.82,16327.8,102.797,350.24,39378.4
20000,0,800,148,11973,1779,5834,414,0,47.2708,6.6264,1.13565,565.286,651.681,14547,152.432,390.465,33433.3
20000,0,800,151,14440,732,4534,294,0,45.5442,5.1952,0.8696,599.557,675.386,12857.9,207.433,428.756,28132.1
20000,0,800,154,16667,248,2943,142,0,44.0449,4.0563,0.6935,626.124,693.014,11327.4,266.83,465.671,22942.9
20000,0,800,157,18109,65,1751,75,0,42.7736,3.157,0.58715,655.022,712.282,10313.2,326.024,500.268,18574.3
20000,0,800,160,19019,12,953,16,0,41.9029,2.54795,0.52885,689.065,733.369,9162.37,387.271,533.513,15142.4
20000,0,850,130,501,17640,1800,59,0,59.4513,25.1021,9.0299,353.789,492.39,30786.2,-78.6691,168.159,65248.8
20000,0,850,133,1166,15522,3190,122,0,58.0817,21.2146,6.56005,398.181,524.956,26869.6,-44.3517,200.464,60255.5
20000,0,850,136,2214,12619,4889,278,0,56.2998,17.5117,4.6972,437.245,553.882,23722.7,-11.6762,234.85,55372.6
20000,0,850,139,3894,9377,6361,368,0,54.0758,14.0445,3.2611,467.919,579.051,21134.9,22.6868,272.509,50320.6
20000,0,850,142,6136,6374,7031,459,0,51.7924,11.151,2.312,504.79,606.969,18468.1,58.0002,309.577,45148.8
20000,0,850,145,9064,3538,6915,483,0,49.3892,8.5644,1.5761,535.142,629.344,16487,102.728,350.699,39289.3
20000,0,850,148,11978,1739,5864,419,0,47.2398,6.5963,1.1177,566.491,653.247,14390.3,154.241,391.539,33429.2
20000,0,850,151,14613,765,4328,294,0,45.5692,5.2238,0.8673,597.957,674.69,12829.5,210.289,430.059,27852.9
20000,0,850,154,16726,241,2856,177,0,44.0273,4.0508,0.6982,627.226,693.742,11344.7,269.867,467.552,22670
20000,0,850,157,18088,58,1791,63,0,42.7982,3.1676,0.5915,655.861,712.043,10212.8,326.655,499.909,18659.2
20000,0,850,160,19000,18,951,31,0,41.8366,2.5079,0.5213,687.771,732.361,9146.97,386.776,533.728,15180.6
20000,0,900,130,496,17652,1780,72,0,59.4617,25.0758,8.98165,352.011,490.92,30802,-78.6726,167.683,65324.2
20000,0,900,133,1093,15447,3331,129,0,58.049,21.2349,6.57075,395.745,521.651,27048.8,-43.0653,199.752,59969.3
20000,0,900,136,2223,12619,4905,253,0,56.2591,17.4953,4.70985,432.481,551.127,23807,-12.4875,234.684,55435.1
20000,0,900,139,3941,9357,6332,370,0,54.001,13.9639,3.2835,469.727,580.212,20922,22.1877,272.995,50411
20000,0,900,142,6135,6307,7102,456,0,51.7687,11.1288,2.29875,504.822,606.501,18553.8,59.4875,310.376,44999.2
20000,0,900,145,9017,3537,6907,539,0,49.4001,8.5902,1.60525,534.948,629.262,16426.7,103.423,351.408,39236.5
20000,0,900,148,12044,1675,5848,433,0,47.265,6.6022,1.1231,565.481,651.789,14494.3,156.153,392.022,33228.7
20000,0,900,151,14651,754,4305,290,0,45.6024,5.2463,0.86505,599.492,674.732,12791.5,209.787,430.483,27834.5
20000,0,900,154,16685,247,2931,137,0,44.0077,4.0328,0.69745,627.333,694.177,11356.1,268.171,467.031,22934.2
20000,0,900,157,18088,58,1798,56,0,42.8643,3.21575,0.5959,657.156,713.571,10221.4,324.781,499.539,18847.9
20000,0,900,160,19000,13,970,17,0,41.9079,2.55225,0.52575,690.191,733.177,9094.27,388.849,533.846,15153
20000,0,950,130,493,17573,1886,48,0,59.4111,24.9839,8.9109,352.601,492.383,30736.9,-78.2858,168.818,65130.3
